candidate_record_id,phase,phase_t1,candidate_observed_state,candidate_observed_state_is_de,candidate_record_count,candidate_de_count,candidate_non_de_count,candidate_unique_non_de_states,days_since_latest_candidate_evidence,candidate_latest_state,candidate_missing_state_count,candidate_mean_identity_consistency,candidate_low_identity_consistency_count,candidate_recency_weighted_de,candidate_recency_weighted_non_de,candidate_recency_weighted_state_margin,candidate_records_30d,candidate_de_records_30d,candidate_non_de_records_30d,candidate_records_90d,candidate_de_records_90d,candidate_non_de_records_90d,candidate_records_180d,candidate_de_records_180d,candidate_non_de_records_180d,candidate_records_365d,candidate_de_records_365d,candidate_non_de_records_365d,address_record_count,address_de_count,address_non_de_count,address_unique_non_de_states,days_since_latest_address_evidence,address_latest_state,address_missing_state_count,address_mean_identity_consistency,address_low_identity_consistency_count,address_recency_weighted_de,address_recency_weighted_non_de,address_recency_weighted_state_margin,address_records_30d,address_de_records_30d,address_non_de_records_30d,address_records_90d,address_de_records_90d,address_non_de_records_90d,address_records_180d,address_de_records_180d,address_non_de_records_180d,address_records_365d,address_de_records_365d,address_non_de_records_365d,license_record_count,license_de_count,license_non_de_count,license_unique_non_de_states,days_since_latest_license_evidence,license_latest_state,license_missing_state_count,license_mean_identity_consistency,license_low_identity_consistency_count,license_recency_weighted_de,license_recency_weighted_non_de,license_recency_weighted_state_margin,license_records_30d,license_de_records_30d,license_non_de_records_30d,license_records_90d,license_de_records_90d,license_non_de_records_90d,license_records_180d,license_de_records_180d,license_non_de_records_180d,license_records_365d,license_de_records_365d,license_non_de_records_365d,title_record_count,title_de_count,title_non_de_count,title_unique_non_de_states,days_since_latest_title_evidence,title_latest_state,title_missing_state_count,title_mean_identity_consistency,title_low_identity_consistency_count,title_recency_weighted_de,title_recency_weighted_non_de,title_recency_weighted_state_margin,title_records_30d,title_de_records_30d,title_non_de_records_30d,title_records_90d,title_de_records_90d,title_non_de_records_90d,title_records_180d,title_de_records_180d,title_non_de_records_180d,title_records_365d,title_de_records_365d,title_non_de_records_365d,work_record_count,work_de_count,work_non_de_count,work_unique_non_de_states,days_since_latest_work_evidence,work_latest_state,work_missing_state_count,work_mean_identity_consistency,work_low_identity_consistency_count,work_recency_weighted_de,work_recency_weighted_non_de,work_recency_weighted_state_margin,work_records_30d,work_de_records_30d,work_non_de_records_30d,work_records_90d,work_de_records_90d,work_non_de_records_90d,work_records_180d,work_de_records_180d,work_non_de_records_180d,work_records_365d,work_de_records_365d,work_non_de_records_365d,external_record_count,external_de_count,external_non_de_count,external_unique_non_de_states,days_since_latest_external_evidence,external_latest_state,external_missing_state_count,external_mean_identity_consistency,external_low_identity_consistency_count,external_recency_weighted_de,external_recency_weighted_non_de,external_recency_weighted_state_margin,external_records_30d,external_de_records_30d,external_non_de_records_30d,external_records_90d,external_de_records_90d,external_non_de_records_90d,external_records_180d,external_de_records_180d,external_non_de_records_180d,external_records_365d,external_de_records_365d,external_non_de_records_365d,dominant_evidence_state,de_signal_count,non_de_signal_count,unique_non_de_states,total_state_signal_count,event_state_agreement_score,independent_evidence_source_types,sources_supporting_de,sources_supporting_non_de,max_sources_same_non_de_state,multiple_sources_same_non_de_state,cross_source_agreement_score,conflicting_evidence_score,de_non_de_conflict,evidence_completeness_score,missing_evidence_categories,total_missing_state_records,mean_identity_consistency,low_identity_consistency_count,days_since_most_recent_evidence,evidence_recency_score,credential_active_count,credential_expired_count,credential_superseded_count,credential_unknown_count,active_non_de_credential,active_credential_latest_state,active_credential_latest_non_de,non_de_title_event_indicator,distinct_vehicle_count,address_state_transitions,repeated_non_de_address_evidence,external_standard_quality_count,external_standard_non_de_count,external_limited_quality_count,external_limited_non_de_count,evidence_strength_score,independent_non_de_sources_same_state,work_non_de_support_only,latest_source_states_de,latest_source_states_non_de,latest_source_states_matching_dominant,candidate_matches_dominant_state,non_de_state_source_concentration,new_t1_record_count,t1_new_records,t1_corrections,t1_status_updates,t1_reinforces_t0,t1_contradicts_t0,t1_resolves_uncertainty,change_in_evidence_strength,change_in_state_agreement
CAN-Z1CEVWXUT0,T0,0,DE,1,1,1,0,0,86,DE,0,1.0,0,0.7900836616098771,0.0,-0.7900836616098771,0,0,0,1,1,0,1,1,0,1,1,0,4,2,2,1,478,NJ,0,0.8161038961038961,1,0.27451893760980334,0.27482103762573656,0.00030210001593322655,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,469,DE,0,0.6642857142857143,1,0.2863696586164724,0.36042498539497303,0.07405532677850063,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,277,NJ,0,0.8342857142857143,0,0.36202160846426973,0.5688509332445021,0.20682932478023236,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,136,NJ,0,1.0,0,0.18444370963098283,0.688938866531329,0.5044951569003462,0,0,0,0,0,0,1,0,1,1,0,1,4,2,2,1,330,NJ,0,0.9090909090909091,0,0.350168796452011,0.4157258426420842,0.06555704619007319,0,0,0,0,0,0,0,0,0,1,0,1,DE,10,9,1,19,0.5263157894736842,6,6,5,5,1,1.0,0.8333333333333334,1,1.0,0,0,0.8365823650034176,2,86,0.7900836616098771,3,1,0,0,1,NJ,1,1,1,2,1,3,2,1,0,0.9371675689380742,5,0,2,4,2,1,1.0,0,0,0,0,0,0,0,0.0,0.0
CAN-SIB7ACY70G,T0,0,DE,1,1,1,0,0,107,DE,0,1.0,0,0.7459097348711927,0.0,-0.7459097348711927,0,0,0,0,0,0,1,1,0,1,1,0,4,2,2,1,152,PA,0,0.8823333333333333,1,0.47035860726018763,0.6676209059918627,0.1972622987316751,0,0,0,0,0,0,1,0,1,2,1,1,4,2,2,1,173,PA,0,0.893090909090909,1,0.4215081052928338,0.6943957189882792,0.27288761369544545,0,0,0,0,0,0,1,0,1,2,1,1,4,1,2,1,198,DE,1,0.904,1,0.581313108957015,0.17619938846623387,-0.4051137204907812,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,37,DE,0,1.0,0,0.903598763310926,0.07366561236058354,-0.8299331509503425,0,0,0,1,1,0,1,1,0,1,1,0,4,2,2,1,60,DE,0,0.7966190476190476,1,0.9598285048177111,0.3055708303204974,-0.6542576744972137,0,0,0,1,1,0,1,1,0,1,1,0,DE,9,9,1,18,0.5,6,6,5,5,1,1.0,0.8333333333333334,1,1.0,0,1,0.8896933242196399,4,37,0.903598763310926,0,0,1,3,0,UNKNOWN,0,1,1,2,1,3,2,1,0,0.9610057402952944,5,0,4,2,4,1,1.0,0,0,0,0,0,0,0,0.0,0.0
CAN-PQXQQ41OZ5,T0,0,MD,0,1,0,1,1,78,MD,0,1.0,0,0.0,0.8075917321617853,0.8075917321617853,0,0,0,1,0,1,1,0,1,1,0,1,4,2,2,1,388,DE,0,0.7673333333333333,1,0.45002137347445614,0.061209692684686894,-0.38881168078976924,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,595,MD,0,0.7721428571428571,1,0.1499377369620869,0.20138915563267965,0.05145141867059275,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,276,MD,0,0.7925357142857143,1,0.3161712577207379,0.47553540344626877,0.15936414572553087,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,102,MD,0,1.0,0,0.10869841328106998,0.7561979830137088,0.6474995697326388,0,0,0,0,0,0,1,0,1,1,0,1,4,2,1,1,664,MD,1,0.6924615384615385,2,0.15025165273751273,0.16215897752711805,0.011907324789605322,0,0,0,0,0,0,0,0,0,0,0,0,DE,9,9,1,18,0.5,6,5,6,6,1,1.0,0.8333333333333334,1,1.0,0,1,0.7946259880470407,5,78,0.8075917321617853,2,2,0,0,1,DE,0,1,1,1,1,3,1,1,0,0.9408442637539749,6,0,1,5,1,0,1.0,0,0,0,0,0,0,0,0.0,0.0
CAN-QCF4GZN8TD,T0,0,NJ,0,1,0,1,1,128,NJ,0,1.0,0,0.0,0.7042055919014051,0.7042055919014051,0,0,0,0,0,0,1,0,1,1,0,1,4,2,2,1,673,NJ,0,0.808,1,0.11794738265169825,0.21123472056899276,0.0932873379172945,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,444,NJ,0,0.808,1,0.0884169973334821,0.4254600787231047,0.3370430813896226,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,656,DE,0,0.8475,1,0.17153196055125305,0.19487404822180462,0.02334208767055157,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,90,NJ,0,0.856,0,0.3833127246238332,0.7814724812552835,0.39815975663145026,0,0,0,1,0,1,1,0,1,2,1,1,4,2,2,1,301,DE,0,0.88,1,0.44353646570502786,0.23764659814795908,-0.20588986755706878,0,0,0,0,0,0,0,0,0,1,1,0,NJ,9,10,1,19,0.5263157894736842,6,5,6,6,1,1.0,0.8333333333333334,1,1.0,0,0,0.8466315789473683,4,90,0.7814724812552835,2,1,0,1,1,NJ,1,1,1,3,1,3,2,1,0,0.9353592210636096,6,0,2,4,4,1,1.0,0,0,0,0,0,0,0,0.0,0.0
CAN-TP15Z7VRP7,T0,0,NY,0,1,0,1,1,17,NY,0,1.0,0,0.0,0.9544926440314748,0.9544926440314748,1,0,1,1,0,1,1,0,1,1,0,1,4,2,2,1,62,DE,0,0.7762857142857142,1,1.0659954635360989,0.11143200287280346,-0.9545634606632954,0,0,0,1,1,0,1,1,0,1,1,0,4,2,2,1,70,NY,0,0.8180000000000001,1,0.2623520109226707,0.8279869869312573,0.5656349760085866,0,0,0,1,0,1,1,0,1,1,0,1,4,2,2,1,145,DE,0,0.79,1,0.6831019129462278,0.4475192414790389,-0.23558267146718892,0,0,0,0,0,0,1,1,0,2,1,1,2,1,1,1,181,DE,0,1.0,0,0.6090283802520807,0.28048560435404435,-0.3285427758980364,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,1,337,DE,0,0.81,1,0.405174572248019,0.4161471140689639,0.01097254182094487,0,0,0,0,0,0,0,0,0,1,1,0,NY,9,10,1,19,0.5263157894736842,6,5,6,6,1,1.0,0.8333333333333334,1,1.0,0,0,0.8303759398496241,4,17,0.9544926440314748,1,1,0,2,1,NY,1,1,1,1,1,3,2,1,0,0.9716934552466097,6,0,4,2,2,1,1.0,0,0,0,0,0,0,0,0.0,0.0
CAN-IM8E9J8Y7H,T0,0,DE,1,1,1,0,0,109,DE,0,1.0,0,0.7418337355614374,0.0,-0.7418337355614374,0,0,0,0,0,0,1,1,0,1,1,0,4,2,2,1,630,PA,0,0.84,0,0.1373464630917114,0.25308210288175303,0.11573563979004164,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,381,PA,0,0.8253846153846154,1,0.11690081189049047,0.40935463439713,0.29245382250663954,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,297,PA,0,0.9066666666666666,0,0.10498273754585626,0.5143038191828675,0.40932108163701125,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,156,DE,0,1.0,0,0.6522044058560728,0.07326306903516856,-0.5789413368209042,0,0,0,0,0,0,1,1,0,1,1,0,4,2,2,1,308,DE,0,0.9199999999999999,0,0.5041281865020266,0.2366196806143483,-0.2675085058876783,0,0,0,0,0,0,0,0,0,1,1,0,DE,10,9,1,19,0.5263157894736842,6,6,5,5,1,1.0,0.8333333333333334,1,1.0,0,0,0.8930634278002699,1,109,0.7418337355614374,2,1,1,0,0,DE,0,1,1,3,1,3,1,1,1,0.9270350844679018,5,0,3,3,3,1,1.0,0,0,0,0,0,0,0,0.0,0.0
CAN-IKOH5MXPHE,T0,0,DE,1,1,1,0,0,30,DE,0,1.0,0,0.9210952933439548,0.0,-0.9210952933439548,1,1,0,1,1,0,1,1,0,1,1,0,4,1,2,1,201,NJ,1,0.7913333333333333,1,0.12128780049437779,0.38935340781798283,0.26806560732360507,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,1,213,DE,0,0.7921611721611722,1,0.6096415603936483,0.43389215422208016,-0.1757494061715681,0,0,0,0,0,0,0,0,0,2,1,1,4,2,2,1,180,DE,0,0.68625,1,0.6272039472299828,0.4810763745026158,-0.14612757272736704,0,0,0,0,0,0,1,1,0,2,1,1,2,1,1,1,156,NJ,0,0.9733333333333334,0,0.06529974659810053,0.6522044058560728,0.5869046592579722,0,0,0,0,0,0,1,0,1,1,0,1,4,2,2,1,183,DE,0,0.8642857142857143,1,0.9381157727103564,0.060599889336838964,-0.8775158833735175,0,0,0,0,0,0,0,0,0,1,1,0,DE,9,9,1,18,0.5,6,6,5,5,1,1.0,0.8333333333333334,1,1.0,0,1,0.8148835550414498,4,30,0.9210952933439548,2,0,1,1,1,DE,0,1,1,2,1,3,1,1,1,0.9646800116022305,5,0,4,2,4,1,1.0,0,0,0,0,0,0,0,0.0,0.0
CAN-NPLI344G66,T0,0,DE,1,1,1,0,0,22,DE,0,1.0,0,0.9415065512454748,0.0,-0.9415065512454748,1,1,0,1,1,0,1,1,0,1,1,0,4,2,2,1,176,MD,0,0.6136363636363636,1,0.1707200477747707,0.6998516677780813,0.5291316200033106,0,0,0,0,0,0,1,0,1,1,0,1,4,2,2,1,154,MD,0,0.8336363636363636,1,0.13304847013320836,0.8233667745446203,0.6903183044114118,0,0,0,0,0,0,1,0,1,1,0,1,4,2,2,1,160,MD,0,0.7846666666666666,1,0.06450853397853783,0.8957800953634862,0.8312715613849484,0,0,0,0,0,0,1,0,1,1,0,1,2,1,1,1,191,DE,0,0.9733333333333334,0,0.5925691693705903,0.11294865796542922,-0.47962051140516115,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,1,193,MD,0,0.906,1,0.3932685520946198,0.6851586040806908,0.29189005198607104,0,0,0,0,0,0,0,0,0,2,1,1,DE,10,9,1,19,0.5263157894736842,6,6,5,5,1,1.0,0.8333333333333334,1,1.0,0,0,0.8157065390749602,4,22,0.9415065512454748,2,1,0,1,1,MD,1,1,1,3,1,3,2,1,0,0.9689663757615496,5,0,2,4,2,1,1.0,0,0,0,0,0,0,0,0.0,0.0
CAN-ZOT5VL4MCH,T0,0,DE,1,1,1,0,0,31,DE,0,1.0,0,0.9185751983563217,0.0,-0.9185751983563217,0,0,0,1,1,0,1,1,0,1,1,0,4,2,2,1,298,NC,0,0.8984615384615384,1,0.05262213328445335,0.49151812058188177,0.4388959872974284,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1,397,NC,0,0.615904761904762,1,0.0846596063811543,0.4436340245841103,0.35897441820295595,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,697,NC,0,0.8984615384615384,1,0.15995220666723212,0.15875924476818132,-0.0011929618990507984,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,121,DE,0,1.0,0,0.7178412394790789,0.16215897752711805,-0.5556822619519608,0,0,0,0,0,0,1,1,0,1,1,0,4,2,2,1,538,DE,0,0.8984615384615384,1,0.28074769983224246,0.1942101412636478,-0.08653755856859466,0,0,0,0,0,0,0,0,0,0,0,0,DE,10,9,1,19,0.5263157894736842,6,6,5,5,1,1.0,0.8333333333333334,1,1.0,0,0,0.8550082899556584,4,31,0.9185751983563217,0,1,0,3,0,UNKNOWN,0,1,1,3,1,3,2,1,0,0.9641507916548275,5,0,3,3,3,1,1.0,0,0,0,0,0,0,0,0.0,0.0
CAN-4OF8Y9P3W7,T0,0,MD,0,1,0,1,1,58,MD,0,1.0,0,0.0,0.8530781570623032,0.8530781570623032,0,0,0,1,0,1,1,0,1,1,0,1,4,2,1,1,284,DE,1,0.838,1,0.25308916195837056,0.09400723217462033,-0.15908192978375024,0,0,0,0,0,0,0,0,0,1,0,0,4,2,2,1,178,MD,0,0.91,1,0.4629335430934734,0.67162236973927,0.20868882664579663,0,0,0,0,0,0,1,0,1,2,1,1,4,2,2,1,86,MD,0,0.91,1,0.2534198083636983,0.8401442846121209,0.5867244762484225,0,0,0,1,0,1,1,0,1,1,0,1,2,1,1,1,18,MD,0,0.9566666666666667,0,0.09323773663472833,0.9518811746804333,0.858643438045705,1,0,1,1,0,1,1,0,1,1,0,1,4,2,2,1,267,MD,0,0.838,1,0.08424728343370706,0.8063922280350484,0.7221449446013414,0,0,0,0,0,0,0,0,0,1,0,1,DE,9,9,1,18,0.5,6,5,6,6,1,1.0,0.8333333333333334,1,1.0,0,1,0.8893333333333333,4,18,0.9518811746804333,2,1,0,1,1,DE,0,1,1,2,0,3,1,1,1,0.9711450466828909,6,0,1,5,1,0,1.0,0,0,0,0,0,0,0,0.0,0.0
